"20","5870.76","768.63","2105.59","860.76"
"21","2116.62","281.97999999999996","585.63","293.65"
"22","2734.99","448.6","566.12","396.79"
"23","2827.16","50.09","1207.31","305.13"
"24","7268.69","711.8900000000001","1803.78","1020.69"
"25","15073.89","1225.03","3287.55","2112.33"
"26","10455.89","1045.34","1680.73","1347.83"
